trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,2025-03-03 13:52:30,-6.123064,106.190576,35.3,0.2941
1,2025-03-03 13:53:00,-6.126314,106.192347,49.7,0.41455
1,2025-03-03 13:53:30,-6.128194,106.194417,37.4,0.31201
1,2025-03-03 13:54:00,-6.129284,106.196852,35.5,0.29601
1,2025-03-03 13:54:30,-6.130494,106.199999,44.8,0.37323
1,2025-03-03 13:55:00,-6.131719,106.203439,48.5,0.40398
1,2025-03-03 13:55:30,-6.132871,106.206673,45.6,0.37973
1,2025-03-03 13:56:00,-6.133777,106.209217,35.9,0.29882
1,2025-03-03 13:56:30,-6.13476,106.211977,38.9,0.32409
1,2025-03-03 13:57:00,-6.135981,106.215405,48.3,0.40257
1,2025-03-03 13:57:30,-6.136945,106.218111,38.1,0.31785
1,2025-03-03 13:58:00,-6.137885,106.221298,44.2,0.36874
1,2025-03-03 13:58:30,-6.138171,106.224836,47.1,0.39287
1,2025-03-03 13:59:00,-6.138275,106.227764,38.9,0.32395
1,2025-03-03 13:59:30,-6.138334,106.231203,45.6,0.38031
1,2025-03-03 14:00:00,-6.138377,106.233735,33.6,0.27994
1,2025-03-03 14:00:30,-6.13842,106.236283,33.8,0.2818
1,2025-03-03 14:01:00,-6.138478,106.239672,45.0,0.37468
1,2025-03-03 14:01:30,-6.138524,106.242348,35.5,0.29594
1,2025-03-03 14:02:00,-6.138583,106.245802,45.8,0.3819
1,2025-03-03 14:02:30,-6.138631,106.248575,36.8,0.30662
1,2025-03-03 14:03:00,-6.13868,106.251428,37.9,0.31549
1,2025-03-03 14:03:30,-6.138724,106.25399,34.0,0.28332
1,2025-03-03 14:04:00,-6.138767,106.256553,34.0,0.28336
1,2025-03-03 14:04:30,-6.138815,106.259232,35.5,0.2962
1,2025-03-03 14:05:00,-6.139385,106.262235,40.6,0.33798
1,2025-03-03 14:05:30,-6.140133,106.265421,43.5,0.36257
1,2025-03-03 14:06:00,-6.140968,106.268111,37.4,0.3115
1,2025-03-03 14:06:30,-6.141709,106.270499,33.2,0.27657
1,2025-03-03 14:07:00,-6.142593,106.273347,39.6,0.32986
1,2025-03-03 14:07:30,-6.143234,106.276077,37.2,0.31033
1,2025-03-03 14:08:00,-6.143404,106.279242,42.2,0.35128
1,2025-03-03 14:08:30,-6.143238,106.281896,35.3,0.29408
1,2025-03-03 14:09:00,-6.142455,106.285155,45.0,0.37522
1,2025-03-03 14:09:30,-6.140153,106.287264,42.5,0.35418
1,2025-03-03 14:10:00,-6.139909,106.290606,44.5,0.37111
1,2025-03-03 14:10:30,-6.138545,106.293732,45.6,0.38024
1,2025-03-03 14:11:00,-6.137161,106.29629,38.6,0.32194
1,2025-03-03 14:11:30,-6.13586,106.298766,37.4,0.31169
1,2025-03-03 14:12:00,-6.137169,106.301039,34.8,0.29039
1,2025-03-03 14:12:30,-6.138424,106.303258,33.9,0.2825
1,2025-03-03 14:13:00,-6.140422,106.30534,41.3,0.34378
1,2025-03-03 14:13:30,-6.143329,106.306899,44.0,0.36627
1,2025-03-03 14:14:00,-6.145601,106.308116,34.4,0.28627
1,2025-03-03 14:14:30,-6.148499,106.309829,45.0,0.37496
1,2025-03-03 14:15:00,-6.150779,106.311652,38.9,0.32422
1,2025-03-03 14:15:30,-6.15319,106.314028,46.6,0.38866
1,2025-03-03 14:16:00,-6.15451,106.316712,39.7,0.3311
1,2025-03-03 14:16:30,-6.157027,106.319024,46.3,0.38622
1,2025-03-03 14:17:00,-6.159104,106.32058,34.8,0.28988
1,2025-03-03 14:17:30,-6.160685,106.322983,38.6,0.32151
1,2025-03-03 14:18:00,-6.161925,106.3255,38.3,0.31891
1,2025-03-03 14:18:30,-6.163602,106.327963,40.3,0.33563
1,2025-03-03 14:19:00,-6.166061,106.330365,45.7,0.38108
1,2025-03-03 14:19:30,-6.168356,106.332929,45.8,0.38171
1,2025-03-03 14:20:00,-6.170945,106.334713,42.5,0.35409
1,2025-03-03 14:20:30,-6.173806,106.336506,45.0,0.37539
1,2025-03-03 14:21:00,-6.176666,106.338361,45.5,0.37893
1,2025-03-03 14:21:30,-6.178936,106.339429,33.5,0.27898
1,2025-03-03 14:22:00,-6.181767,106.340303,39.5,0.32928
1,2025-03-03 14:22:30,-6.184313,106.341088,35.5,0.29612
1,2025-03-03 14:23:00,-6.186676,106.342116,34.5,0.2873
1,2025-03-03 14:23:30,-6.189457,106.343349,40.6,0.33834
1,2025-03-03 14:24:00,-6.191822,106.344314,34.1,0.28378
1,2025-03-03 14:24:30,-6.194066,106.345811,36.2,0.30192
1,2025-03-03 14:25:00,-6.196524,106.347129,37.2,0.30978
1,2025-03-03 14:25:30,-6.199569,106.348354,43.8,0.36517
1,2025-03-03 14:26:00,-6.202758,106.349529,45.3,0.37773
1,2025-03-03 14:26:30,-6.205429,106.351166,42.1,0.3507
1,2025-03-03 14:27:00,-6.207259,106.35393,45.1,0.37621
1,2025-03-03 14:27:30,-6.207766,106.356679,37.4,0.31201
1,2025-03-03 14:28:00,-6.207751,106.359869,42.4,0.35334
1,2025-03-03 14:28:30,-6.206582,106.362582,39.8,0.33172
1,2025-03-03 14:29:00,-6.205258,106.365408,42.4,0.35369
1,2025-03-03 14:29:30,-6.205875,106.368291,40.1,0.33431
1,2025-03-03 14:30:00,-6.206535,106.371013,39.6,0.32975
1,2025-03-03 14:30:30,-6.206281,106.374029,44.8,0.37355
1,2025-03-03 14:31:00,-6.208159,106.376048,36.8,0.30643
1,2025-03-03 14:31:30,-6.20994,106.378512,41.8,0.34838
1,2025-03-03 14:32:00,-6.209366,106.38124,37.3,0.3111
1,2025-03-03 14:32:30,-6.207646,106.383892,43.8,0.36538
1,2025-03-03 14:33:00,-6.208428,106.386882,43.9,0.3656
1,2025-03-03 14:33:30,-6.210522,106.389574,45.5,0.37886
1,2025-03-03 14:34:00,-6.211734,106.391892,35.4,0.29497
1,2025-03-03 14:34:30,-6.213652,106.394732,45.9,0.3825
1,2025-03-03 14:35:00,-6.214015,106.39745,37.4,0.31174
1,2025-03-03 14:35:30,-6.2152,106.400555,45.6,0.37974
1,2025-03-03 14:36:00,-6.215707,106.403585,41.1,0.34285
1,2025-03-03 14:36:30,-6.215928,106.406698,41.5,0.34562
1,2025-03-03 14:37:00,-6.216618,106.409121,33.4,0.27868
1,2025-03-03 14:37:30,-6.217338,106.411645,34.8,0.29025
1,2025-03-03 14:38:00,-6.218182,106.414607,40.9,0.34059
1,2025-03-03 14:38:30,-6.218717,106.417157,34.6,0.28824
1,2025-03-03 14:39:00,-6.220299,106.419665,40.3,0.33614
1,2025-03-03 14:39:30,-6.222836,106.421578,42.3,0.35254
1,2025-03-03 14:40:00,-6.225579,106.423646,45.7,0.38117
1,2025-03-03 14:40:30,-6.226712,106.426189,37.1,0.30934
1,2025-03-03 14:41:00,-6.227776,106.428696,36.2,0.30136
1,2025-03-03 14:41:30,-6.228695,106.431485,39.9,0.33288
1,2025-03-03 14:42:00,-6.227494,106.434081,38.5,0.3212
1,2025-03-03 14:42:30,-6.225101,106.436244,43.5,0.3625
1,2025-03-03 14:43:00,-6.222957,106.437801,35.3,0.29398
1,2025-03-03 14:43:30,-6.220405,106.439655,42.0,0.35006
1,2025-03-03 14:44:00,-6.218243,106.441226,35.6,0.29657
1,2025-03-03 14:44:30,-6.215702,106.443451,45.1,0.37563
1,2025-03-03 14:45:00,-6.21347,106.445495,40.4,0.3363
1,2025-03-03 14:45:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:46:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:46:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:47:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:47:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:48:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:48:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:49:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:49:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:50:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:50:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:51:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:51:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:52:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:52:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:53:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:53:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:54:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:54:30,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:55:00,-6.21347,106.445495,0.0,0.0
1,2025-03-03 14:55:30,-6.210846,106.44746,43.7,0.36379
1,2025-03-03 14:56:00,-6.208543,106.449185,38.3,0.31924
1,2025-03-03 14:56:30,-6.205981,106.451103,42.6,0.35517
1,2025-03-03 14:57:00,-6.203527,106.452942,40.8,0.34026
1,2025-03-03 14:57:30,-6.20108,106.454774,40.7,0.33915
1,2025-03-03 14:58:00,-6.198886,106.456417,36.5,0.30415
1,2025-03-03 14:58:30,-6.196853,106.457939,33.8,0.28184
1,2025-03-03 14:59:00,-6.198823,106.45936,40.9,0.34099
1,2025-03-03 14:59:30,-6.201742,106.458974,39.3,0.32742
1,2025-03-03 15:00:00,-6.203727,106.460468,35.2,0.29364
1,2025-03-03 15:00:30,-6.204828,106.463013,36.9,0.30741
1,2025-03-03 15:01:00,-6.205595,106.465812,38.5,0.32088
1,2025-03-03 15:01:30,-6.205959,106.468246,32.7,0.27265
1,2025-03-03 15:02:00,-6.205963,106.470458,29.4,0.24484
1,2025-03-03 15:02:30,-6.205695,106.472526,27.7,0.23115
1,2025-03-03 15:03:00,-6.204928,106.475184,36.8,0.3067
1,2025-03-03 15:03:30,-6.204113,106.47737,31.0,0.2585
1,2025-03-03 15:04:00,-6.20304,106.479519,31.9,0.26583
1,2025-03-03 15:04:30,-6.20183,106.481947,36.0,0.30021
1,2025-03-03 15:05:00,-6.200981,106.484124,31.1,0.25942
1,2025-03-03 15:05:30,-6.200121,106.486923,38.9,0.32387
1,2025-03-03 15:06:00,-6.200024,106.48915,29.6,0.24645
1,2025-03-03 15:06:30,-6.200024,106.491961,37.4,0.31151
1,2025-03-03 15:07:00,-6.200331,106.494048,28.0,0.23344
1,2025-03-03 15:07:30,-6.20089,106.496619,34.9,0.29095
1,2025-03-03 15:08:00,-6.201404,106.498989,32.2,0.2681
1,2025-03-03 15:08:30,-6.201898,106.501264,30.9,0.25746
1,2025-03-03 15:09:00,-6.202454,106.503822,34.7,0.28949
1,2025-03-03 15:09:30,-6.20296,106.506151,31.6,0.26352
1,2025-03-03 15:10:00,-6.203543,106.508836,36.5,0.30375
1,2025-03-03 15:10:30,-6.204013,106.511002,29.4,0.24507
1,2025-03-03 15:11:00,-6.204633,106.513857,38.8,0.3231
1,2025-03-03 15:11:30,-6.204981,106.516461,34.9,0.29094
1,2025-03-03 15:12:00,-6.205208,106.518909,32.6,0.27173
1,2025-03-03 15:12:30,-6.205292,106.521361,32.6,0.27126
1,2025-03-03 15:13:00,-6.205375,106.523983,34.8,0.29001
1,2025-03-03 15:13:30,-6.205456,106.526533,33.8,0.28202
1,2025-03-03 15:14:00,-6.205541,106.529195,35.3,0.29446
1,2025-03-03 15:14:30,-6.205692,106.531919,36.2,0.30192
1,2025-03-03 15:15:00,-6.206172,106.534622,36.4,0.30358
1,2025-03-03 15:15:30,-6.206655,106.537352,36.8,0.30648
1,2025-03-03 15:16:00,-6.207129,106.540023,36.0,0.29998
1,2025-03-03 15:16:30,-6.207505,106.542145,28.6,0.23831
1,2025-03-03 15:17:00,-6.208134,106.544234,29.1,0.24213
1,2025-03-03 15:17:30,-6.209117,106.546249,29.9,0.24882
1,2025-03-03 15:18:00,-6.210466,106.548083,30.4,0.25327
1,2025-03-03 15:18:30,-6.212097,106.550023,33.7,0.28086
1,2025-03-03 15:19:00,-6.213676,106.551903,32.6,0.27203
1,2025-03-03 15:19:30,-6.215,106.553749,30.2,0.25186
1,2025-03-03 15:20:00,-6.216568,106.556051,37.0,0.3085
1,2025-03-03 15:20:30,-6.217529,106.557923,28.0,0.23334
1,2025-03-03 15:21:00,-6.218766,106.56051,38.1,0.31725
1,2025-03-03 15:21:30,-6.21956,106.563114,36.2,0.30155
1,2025-03-03 15:22:00,-6.220348,106.565884,38.2,0.31845
1,2025-03-03 15:22:30,-6.22072,106.568002,28.6,0.23815
1,2025-03-03 15:23:00,-6.221098,106.570632,35.3,0.29378
1,2025-03-03 15:23:30,-6.221377,106.572779,28.7,0.23938
1,2025-03-03 15:24:00,-6.221588,106.575085,30.7,0.25593
1,2025-03-03 15:24:30,-6.221827,106.577705,34.9,0.29092
1,2025-03-03 15:25:00,-6.222024,106.579858,28.7,0.23896
1,2025-03-03 15:25:30,-6.222283,106.582692,37.7,0.31455
1,2025-03-03 15:26:00,-6.222532,106.585417,36.3,0.30252
1,2025-03-03 15:26:30,-6.222781,106.588146,36.3,0.30291
1,2025-03-03 15:27:00,-6.222975,106.59026,28.2,0.2347
1,2025-03-03 15:27:30,-6.223218,106.592921,35.4,0.29537
1,2025-03-03 15:28:00,-6.223459,106.595558,35.1,0.29269
1,2025-03-03 15:28:30,-6.223663,106.597788,29.7,0.24754
1,2025-03-03 15:29:00,-6.223892,106.600292,33.4,0.27801
1,2025-03-03 15:29:30,-6.22416,106.603223,39.0,0.32533
1,2025-03-03 15:30:00,-6.224407,106.605924,36.0,0.2999
1,2025-03-03 15:30:30,-6.224607,106.608117,29.2,0.24342
1,2025-03-03 15:31:00,-6.224849,106.610765,35.3,0.2939
1,2025-03-03 15:31:30,-6.225024,106.613142,31.6,0.26363
1,2025-03-03 15:32:00,-6.225004,106.615293,28.6,0.23813
1,2025-03-03 15:32:30,-6.224826,106.617429,28.4,0.23695
1,2025-03-03 15:33:00,-6.224553,106.619843,32.2,0.26865
1,2025-03-03 15:33:30,-6.224195,106.622342,33.5,0.27905
1,2025-03-03 15:34:00,-6.223838,106.624839,33.5,0.27886
1,2025-03-03 15:34:30,-6.223511,106.62713,30.7,0.25591
1,2025-03-03 15:35:00,-6.223158,106.629597,33.1,0.27546
1,2025-03-03 15:35:30,-6.2228,106.632099,33.5,0.2794
1,2025-03-03 15:36:00,-6.222472,106.634391,30.7,0.25598
1,2025-03-03 15:36:30,-6.222121,106.636846,32.9,0.2742
1,2025-03-03 15:37:00,-6.221747,106.639463,35.1,0.29228
1,2025-03-03 15:37:30,-6.221448,106.641548,27.9,0.23281
1,2025-03-03 15:38:00,-6.221095,106.644019,33.1,0.27596
1,2025-03-03 15:38:30,-6.220766,106.646322,30.9,0.25722
1,2025-03-03 15:39:00,-6.220365,106.64912,37.5,0.31243
1,2025-03-03 15:39:30,-6.219979,106.65182,36.2,0.30161
1,2025-03-03 15:40:00,-6.219646,106.65415,31.2,0.26022
1,2025-03-03 15:40:30,-6.219338,106.656301,28.8,0.24018
1,2025-03-03 15:41:00,-6.219026,106.658483,29.2,0.24363
1,2025-03-03 15:41:30,-6.218677,106.660925,32.7,0.27281
1,2025-03-03 15:42:00,-6.218269,106.663778,38.2,0.31861
1,2025-03-03 15:42:30,-6.217895,106.6663,33.8,0.28197
1,2025-03-03 15:43:00,-6.21728,106.668519,30.5,0.25457
1,2025-03-03 15:43:30,-6.216569,106.671082,35.3,0.29412
1,2025-03-03 15:44:00,-6.215867,106.673613,34.9,0.29047
1,2025-03-03 15:44:30,-6.21518,106.67609,34.1,0.28434
1,2025-03-03 15:45:00,-6.214568,106.678296,30.4,0.25316
1,2025-03-03 15:45:30,-6.213815,106.681011,37.4,0.31162
1,2025-03-03 15:46:00,-6.213029,106.683847,39.1,0.32545
1,2025-03-03 15:46:30,-6.212376,106.686201,32.4,0.27016
1,2025-03-03 15:47:00,-6.211593,106.689025,38.9,0.32405
1,2025-03-03 15:47:30,-6.21099,106.691201,30.0,0.24968
1,2025-03-03 15:48:00,-6.210386,106.693366,29.8,0.24865
1,2025-03-03 15:48:30,-6.20923,106.695996,38.2,0.31864
1,2025-03-03 15:49:00,-6.207861,106.698367,36.4,0.30313
1,2025-03-03 15:49:30,-6.206458,106.700251,31.3,0.26051
1,2025-03-03 15:50:00,-6.204768,106.702424,36.6,0.30494
1,2025-03-03 15:50:30,-6.203432,106.704141,28.9,0.24108
1,2025-03-03 15:51:00,-6.2019,106.706109,33.2,0.27627
1,2025-03-03 15:51:30,-6.200558,106.707834,29.1,0.24209
1,2025-03-03 15:52:00,-6.199195,106.709587,29.5,0.24607
1,2025-03-03 15:52:30,-6.197804,106.711374,30.1,0.25094
1,2025-03-03 15:53:00,-6.196325,106.713275,32.0,0.26684
1,2025-03-03 15:53:30,-6.194825,106.715202,32.5,0.27053
1,2025-03-03 15:54:00,-6.193149,106.717357,36.3,0.30243
1,2025-03-03 15:54:30,-6.19195,106.719562,33.5,0.27901
1,2025-03-03 15:55:00,-6.190937,106.722305,39.0,0.32466
1,2025-03-03 15:55:30,-6.190524,106.725212,39.1,0.32607
1,2025-03-03 15:56:00,-6.19081,106.727504,30.6,0.25528
1,2025-03-03 15:56:30,-6.190077,106.729653,31.6,0.26365
1,2025-03-03 15:57:00,-6.187984,106.730334,31.0,0.25818
1,2025-03-03 15:57:30,-6.185237,106.729929,37.1,0.3089
1,2025-03-03 15:58:00,-6.182722,106.729325,34.5,0.28744
1,2025-03-03 15:58:30,-6.180244,106.72873,34.0,0.28327
1,2025-03-03 15:59:00,-6.177787,106.72824,33.5,0.27907
1,2025-03-03 15:59:30,-6.174961,106.727977,37.9,0.31557
1,2025-03-03 16:00:00,-6.172673,106.727764,30.7,0.2556
1,2025-03-03 16:00:30,-6.170905,106.727599,23.7,0.19741
1,2025-03-03 16:01:00,-6.168788,106.727402,28.4,0.23637
1,2025-03-03 16:01:30,-6.167087,106.727244,22.8,0.18997
1,2025-03-03 16:02:00,-6.165122,106.727119,26.3,0.21911
1,2025-03-03 16:02:30,-6.162844,106.727063,30.4,0.25329
1,2025-03-03 16:03:00,-6.160873,106.727014,26.3,0.21924
1,2025-03-03 16:03:30,-6.158939,106.726966,25.8,0.21519
1,2025-03-03 16:04:00,-6.156739,106.727099,29.5,0.24547
1,2025-03-03 16:04:30,-6.155047,106.727273,22.7,0.18916
1,2025-03-03 16:05:00,-6.152952,106.727281,28.0,0.23306
1,2025-03-03 16:05:30,-6.150631,106.727294,31.0,0.2583
1,2025-03-03 16:06:00,-6.148774,106.727685,25.3,0.21089
1,2025-03-03 16:06:30,-6.147119,106.728033,22.6,0.1881
1,2025-03-03 16:07:00,-6.145087,106.728461,27.7,0.23085
1,2025-03-03 16:07:30,-6.143263,106.728845,24.9,0.20722
1,2025-03-03 16:08:00,-6.141399,106.729237,25.4,0.21171
1,2025-03-03 16:08:30,-6.139513,106.729634,25.7,0.21424
1,2025-03-03 16:09:00,-6.137358,106.729756,28.8,0.24018
1,2025-03-03 16:09:30,-6.135264,106.729848,28.0,0.23314
1,2025-03-03 16:10:00,-6.133348,106.729932,25.6,0.21321
1,2025-03-03 16:10:30,-6.131154,106.729888,29.3,0.24415
1,2025-03-03 16:11:00,-6.128954,106.729799,29.4,0.24482
1,2025-03-03 16:11:30,-6.128954,106.729799,0.0,0.0
1,2025-03-03 16:12:00,-6.128954,106.729799,0.0,0.0
1,2025-03-03 16:12:30,-6.128954,106.729799,0.0,0.0
1,2025-03-03 16:13:00,-6.128954,106.729799,0.0,0.0
1,2025-03-03 16:13:30,-6.126987,106.729728,26.3,0.21896
1,2025-03-03 16:14:00,-6.125105,106.729883,25.2,0.21002
1,2025-03-03 16:14:30,-6.123458,106.730333,22.9,0.19096
1,2025-03-03 16:15:00,-6.121768,106.731158,25.1,0.20931
1,2025-03-03 16:15:30,-6.120066,106.732071,25.7,0.21452
1,2025-03-03 16:16:00,-6.117973,106.732679,30.1,0.25064
1,2025-03-03 16:16:30,-6.11623,106.732983,24.0,0.2
1,2025-03-03 16:17:00,-6.116144,106.734511,23.8,0.19849
1,2025-03-03 16:17:30,-6.117476,106.735697,23.7,0.19791
1,2025-03-03 16:18:00,-6.118824,106.737295,27.8,0.23169
1,2025-03-03 16:18:30,-6.11975,106.73944,31.1,0.25883
1,2025-03-03 16:19:00,-6.120552,106.741332,27.3,0.2274
1,2025-03-03 16:19:30,-6.121328,106.743161,26.4,0.21984
1,2025-03-03 16:20:00,-6.122056,106.744879,24.8,0.20641
1,2025-03-03 16:20:30,-6.122181,106.746636,23.5,0.19589
1,2025-03-03 16:21:00,-6.122256,106.748683,27.2,0.22648
1,2025-03-03 16:21:30,-6.122331,106.750725,27.1,0.22589
1,2025-03-03 16:22:00,-6.122416,106.753042,30.8,0.25639
1,2025-03-03 16:22:30,-6.122502,106.75538,31.0,0.25864
1,2025-03-03 16:23:00,-6.122575,106.757364,26.3,0.21952
1,2025-03-03 16:23:30,-6.122575,106.759578,29.4,0.24515
1,2025-03-03 16:24:00,-6.122414,106.761457,25.0,0.20849
1,2025-03-03 16:24:30,-6.122247,106.763393,25.8,0.21488
1,2025-03-03 16:25:00,-6.122081,106.76533,25.8,0.21494
1,2025-03-03 16:25:30,-6.121854,106.767292,26.2,0.21856
1,2025-03-03 16:26:00,-6.121556,106.768986,22.8,0.19022
1,2025-03-03 16:26:30,-6.121556,106.771319,31.1,0.25878
1,2025-03-03 16:27:00,-6.121631,106.773273,25.9,0.21618
1,2025-03-03 16:27:30,-6.122331,106.775143,27.2,0.22632
1,2025-03-03 16:28:00,-6.124146,106.776326,29.1,0.24282
